zone, mesure, 00-27-E3-07-B3-51, 00-27-E3-07-B3-52, 00-27-E3-07-B3-53, 00-27-E3-07-B3-54, 00-27-E3-07-B3-55, 00-27-E3-07-B3-56, 00-27-E3-07-B3-57, 00-27-E3-07-B3-58, 00-27-E3-07-B3-59, 00-27-E3-07-B3-5A, 00-27-E3-07-B3-5B, 00-27-E3-07-B3-5C, 00-27-E3-07-B3-5D, 00-27-E3-07-B3-5E, 00-27-E3-07-B4-B5, 00-27-E3-07-B4-B9, 00-27-E3-27-84-A1, 00-27-E3-27-84-A2, 00-27-E3-27-84-A3, 00-27-E3-27-84-A4, 00-27-E3-27-84-A5, 00-27-E3-27-84-A6, 00-27-E3-27-84-A7, 00-27-E3-27-84-A9, 00-27-E3-27-84-AC, 00-27-E3-27-84-AD, 00-A3-8E-C5-76-C1, 00-A3-8E-C5-76-C2, 00-A3-8E-C5-76-C3, 00-A3-8E-C5-76-C4, 00-A3-8E-C5-76-C5, 00-A3-8E-C5-76-C6, 00-A3-8E-C5-76-C7, 00-A3-8E-C5-76-C8, 00-A3-8E-C5-76-C9, 00-A3-8E-C5-76-CA, 00-A3-8E-C5-76-CB, 00-A3-8E-C5-76-CC, 00-A3-8E-C5-76-CD, 00-A3-8E-C5-76-CE, 00-A3-8E-C7-A4-F1, 00-A3-8E-C7-A4-F2, 00-A3-8E-C7-A4-F3, 00-A3-8E-C7-A4-F4, 00-A3-8E-C7-A4-F5, 00-A3-8E-C7-A4-F6, 00-A3-8E-C7-A4-F7, 00-A3-8E-C7-A4-F8, 00-A3-8E-C7-A4-F9, 00-A3-8E-C7-A4-FA, 00-A3-8E-C7-A4-FB, 00-A3-8E-C7-A4-FC, 00-A3-8E-C7-A4-FD, 00-A3-8E-C7-A4-FE, 00-A3-8E-E2-3C-11, 00-A3-8E-E2-3C-12, 00-A3-8E-E2-3C-13, 00-A3-8E-E2-3C-14, 00-A3-8E-E2-3C-15, 00-A3-8E-E2-3C-16, 00-A3-8E-E2-3C-17, 00-A3-8E-E2-3C-18, 00-A3-8E-E2-3C-19, 00-A3-8E-E2-3C-1A, 00-A3-8E-E2-3C-1B, 00-A3-8E-E2-3C-1C, 00-A3-8E-E2-3C-1D, 00-A3-8E-E2-3C-1E, 12-E0-AA-22-15-81, 22-A6-18-A2-97-63, 42-49-0F-4C-8D-63, 5C-5A-C7-29-C5-41, 5C-5A-C7-29-C5-42, 5C-5A-C7-29-C5-43, 5C-5A-C7-29-C5-44, 5C-5A-C7-29-C5-45, 5C-5A-C7-29-C5-46, 5C-5A-C7-29-C5-47, 5C-5A-C7-29-C5-4C, 5C-5A-C7-29-C5-4D, 5C-5A-C7-29-C6-01, 5C-5A-C7-29-C6-02, 5C-5A-C7-29-C6-03, 5C-5A-C7-29-C6-04, 5C-5A-C7-29-C6-05, 5C-5A-C7-29-C6-06, 5C-5A-C7-29-C6-07, 5C-5A-C7-29-C6-0C, 5C-5A-C7-29-C8-C1, 5C-5A-C7-29-C8-C4, 5C-5A-C7-29-C8-C5, 5C-5A-C7-29-C8-CC, 5C-5A-C7-3E-E8-81, 5C-5A-C7-3E-E8-83, 5C-5A-C7-3E-E8-84, 5C-5A-C7-3E-E8-85, 5C-5A-C7-3E-E8-86, 5C-5A-C7-3E-E8-87, 5C-5A-C7-3E-E8-8C, 5C-5A-C7-3E-E8-8D, 5C-5A-C7-44-B2-21, 5C-5A-C7-44-B2-22, 5C-5A-C7-44-B2-23, 5C-5A-C7-44-B2-24, 5C-5A-C7-44-B2-25, 5C-5A-C7-44-B2-26, 5C-5A-C7-44-B2-2C, 5C-5A-C7-44-B2-2D, 5C-5A-C7-5D-E2-A1, 5C-5A-C7-5D-E2-A3, 5C-5A-C7-5D-E2-A4, 5C-5A-C7-5D-E2-A5, 5C-5A-C7-5D-E2-A6, 5C-5A-C7-5D-E2-A7, 5C-5A-C7-5D-E2-AC, 5C-5A-C7-5D-E2-AD, 70-DB-98-EE-25-31, 70-DB-98-EE-25-32, 70-DB-98-EE-25-33, 70-DB-98-EE-25-34, 70-DB-98-EE-25-35, 70-DB-98-EE-25-36, 70-DB-98-EE-25-37, 70-DB-98-EE-25-3C, 70-DB-98-EE-25-3D, 70-DB-98-EE-38-B1, 70-DB-98-EE-38-B2, 70-DB-98-EE-38-B3, 70-DB-98-EE-38-B4, 70-DB-98-EE-38-B5, 70-DB-98-EE-38-B6, 70-DB-98-EE-38-B7, 70-DB-98-EE-38-B8, 70-DB-98-EE-38-B9, 70-DB-98-EE-38-BA, 70-DB-98-EE-38-BB, 70-DB-98-EE-38-BC, 70-DB-98-EE-38-BD, 70-DB-98-EE-38-BE, 88-11-96-E6-FD-FF, 8E-27-C4-2F-73-DC, BE-18-D6-0B-D1-4B, C0-25-5C-A2-BC-11, C0-25-5C-A2-BC-12, C0-25-5C-A2-BC-13, C0-25-5C-A2-BC-14, C0-25-5C-A2-BC-15, C0-25-5C-A2-BC-17, C0-25-5C-A2-BC-1C, C0-25-5C-A2-BC-1D, C6-DE-11-E1-11-12, C8-EA-F8-2A-41-C7, E4-34-93-5A-15-BE, E4-AA-5D-3E-C4-42, E4-AA-5D-3E-C4-43, E4-AA-5D-3E-C4-44, E4-AA-5D-3E-C4-45, E4-AA-5D-3E-C4-47, E4-AA-5D-3E-C4-48, E4-AA-5D-3E-C4-49, E4-AA-5D-3E-C4-4A, E4-AA-5D-3E-C4-4B, E4-AA-5D-3E-C4-4C, E4-AA-5D-3E-C4-4D, E4-AA-5D-3E-C4-4E, E4-AA-5D-FD-25-D1, E4-AA-5D-FD-25-D3, E4-AA-5D-FD-25-D4, E4-AA-5D-FD-25-D5, E4-AA-5D-FD-25-DC, E4-AA-5D-FD-25-DD, E4-AA-EA-74-C2-C3, EA-5B-8A-89-1C-52, F0-99-19-63-CA-E9, F4-BF-80-87-14-3F, F8-6B-D9-01-56-8A, F8-6B-D9-01-56-8E, F8-6B-D9-65-EB-41, F8-6B-D9-65-EB-43, F8-6B-D9-65-EB-44, F8-6B-D9-65-EB-45, F8-6B-D9-65-EB-47, F8-6B-D9-65-EB-4C, F8-6B-D9-65-EB-4D, FE-F1-E6-B2-C6-85
   6,    305,               -73,               -68,               -74,               -74,               -73,               -74,               -76,               -70,               -71,               -68,               -68,               -73,               -71,               -69,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -67,               -63,               -69,               -67,               -68,               -68,               -68,               -64,               -64,               -63,               -64,               -68,               -64,               -63,               -71,               -79,               -71,               -71,               -71,               -71,               -71,               -79,               -78,               -79,               -78,               -71,               -78,               -79,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -92,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    306,               -73,               -63,               -75,               -77,               -76,               -74,               -76,               -63,               -71,               -64,               -64,               -74,               -71,               -64,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -65,               -63,               -64,               -67,               -64,               -65,               -68,               -63,               -63,               -63,               -63,               -64,               -63,               -63,               -80,               -80,               -80,               -78,               -79,               -77,               -71,               -81,               -80,               -80,               -81,               -80,               -80,               -81,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    307,               -74,               -66,               -75,               -74,               -75,               -75,               -76,               -63,               -71,               -66,               -66,               -74,               -71,               -65,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -69,               -63,               -68,               -69,               -69,               -68,               -68,               -63,               -63,               -63,               -64,               -68,               -64,               -63,               -71,               -78,               -72,               -71,               -73,               -77,               -72,               -79,               -81,               -79,               -80,               -72,               -79,               -80,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    308,               -72,               -63,               -72,               -74,               -75,               -74,               -72,               -63,               -71,               -64,               -63,               -72,               -63,               -63,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -67,               -64,               -67,               -67,               -68,               -68,               -68,               -64,               -63,               -63,               -63,               -67,               -64,               -63,               -76,               -81,               -76,               -76,               -77,               -77,               -76,               -83,               -81,               -81,               -81,               -75,               -82,               -83,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    309,               -73,               -67,               -73,               -74,               -74,               -74,               -72,               -67,               -71,               -68,               -68,               -73,               -63,               -67,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -67,               -64,               -67,               -67,               -67,               -66,               -68,               -64,               -65,               -64,               -65,               -68,               -65,               -64,               -76,               -81,               -76,               -73,               -77,               -74,               -76,               -83,               -81,               -81,               -81,               -75,               -82,               -83,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    310,               -69,               -62,               -70,               -69,               -69,               -74,               -72,               -67,               -71,               -62,               -62,               -69,               -63,               -62,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -70,               -69,               -69,               -69,               -69,               -69,               -70,               -70,               -69,               -69,               -69,               -69,               -69,               -69,               -70,               -82,               -72,               -71,               -71,               -72,               -71,               -82,               -82,               -83,               -82,               -71,               -82,               -82,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    311,               -79,               -67,               -82,               -81,               -81,               -81,               -72,               -67,               -71,               -67,               -67,               -78,               -63,               -67,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -70,               -60,               -69,               -69,               -69,               -69,               -70,               -60,               -60,               -60,               -60,               -69,               -60,               -60,               -77,               -82,               -78,               -78,               -78,               -72,               -78,               -81,               -82,               -82,               -82,               -77,               -81,               -82,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    312,               -79,               -67,               -72,               -81,               -71,               -81,               -73,               -67,               -67,               -68,               -66,               -78,               -63,               -67,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -70,               -63,               -71,               -71,               -72,               -69,               -70,               -64,               -63,               -64,               -64,               -70,               -64,               -63,               -72,               -82,               -72,               -71,               -72,               -72,               -78,               -81,               -80,               -81,               -81,               -73,               -80,               -80,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    313,               -79,               -66,               -72,               -81,               -71,               -81,               -73,               -66,               -67,               -67,               -67,               -78,               -63,               -66,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -70,               -61,               -71,               -71,               -72,               -69,               -70,               -61,               -61,               -61,               -62,               -70,               -61,               -61,               -72,               -80,               -72,               -71,               -72,               -72,               -78,               -81,               -80,               -81,               -81,               -73,               -80,               -81,               -87,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    314,               -68,               -66,               -67,               -69,               -68,               -81,               -73,               -66,               -67,               -66,               -66,               -67,               -63,               -66,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -69,               -65,               -71,               -72,               -70,               -69,               -70,               -65,               -65,               -66,               -66,               -71,               -66,               -65,               -72,               -79,               -72,               -71,               -72,               -72,               -78,               -80,               -80,               -80,               -80,               -73,               -81,               -80,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    315,               -72,               -61,               -71,               -69,               -71,               -73,               -72,               -66,               -67,               -62,               -62,               -72,               -63,               -61,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -74,               -68,               -74,               -72,               -73,               -69,               -70,               -69,               -68,               -67,               -68,               -73,               -67,               -68,               -84,               -84,               -85,               -84,               -84,               -72,               -83,               -83,               -80,               -83,               -84,               -83,               -83,               -84,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   6,    316,               -63,               -61,               -63,               -62,               -63,               -63,               -64,               -66,               -67,               -61,               -60,               -64,               -63,               -60,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -76,               -74,               -77,               -77,               -77,               -69,               -70,               -74,               -73,               -74,               -74,               -76,               -74,               -74,               -71,               -81,               -72,               -71,               -73,               -72,               -83,               -82,               -82,               -82,               -83,               -73,               -83,               -82,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
